,username,before_percolation,after_percolation,degree,change
216,easyonnick,0.0,0.0,0,no change
215,BFahlyfe,0.0,0.0,0,no change
214,ROXANE66,0.0,0.0,0,no change
212,StassiLane,0.0,0.0,0,no change
238,RepGosar,0.0,0.0,0,no change
239,Theblackgreatg1,0.0,0.0,0,no change
241,ozaed,0.0,0.0,0,no change
242,sotnasoinotna,0.0,0.0,0,no change
243,ArmyofWomack,0.0,0.0,0,no change
245,JPlaysItCool,0.0,0.0,0,no change
247,LaoHell,0.0,0.0,0,no change
249,FLAHAULT,0.0,0.0,0,no change
250,rufc2022,0.0,0.0,0,no change
251,dankennik,0.0,0.0,0,no change
252,Sorrow945,0.0,0.0,0,no change
254,lov_couch_films,0.0,0.0,0,no change
256,Varun8Vijay,0.0,0.0,0,no change
258,DcentX,0.0,0.0,0,no change
259,nicolaskasprzak,0.0,0.0,0,no change
260,actupparis,0.0,0.0,0,no change
261,LulaOficial,0.0,0.0,0,no change
335,DrHampshaw,0.0,0.0,0,no change
339,shoe0nhead,0.0,0.0,0,no change
209,LooftSabine,9.911686869988404e-07,1.2165936254874537e-06,0,increase
420,oneillinstitute,0.0,0.0,0,no change
432,mahi31545412,0.0,0.0,0,no change
431,Frebeke,0.0,0.0,0,no change
429,HuXijin_GT,0.0,0.0,0,no change
425,saltycomment,0.0,0.0,0,no change
424,p2GH4R83A8ZVBEm,0.0,0.0,0,no change
422,NursingPlus_ELS,0.0,0.0,0,no change
416,SteveSkywalker9,0.0,0.0,0,no change
403,QuentonKristin,0.0,0.0,0,no change
413,lifeson77,0.0,0.0,0,no change
411,msgigicapone,0.0,0.0,0,no change
410,selam_welo,0.0,0.0,0,no change
409,JudgeClayJ,0.0,0.0,0,no change
408,TOPublicHealth,0.0,0.0,0,no change
405,SigaTech,0.0,0.0,0,no change
433,CTVNews,0.0,0.0,0,no change
434,GhayasM73,0.0,0.0,0,no change
436,AregaTeame,0.0,0.0,0,no change
438,axumtsion21,0.0,0.0,0,no change
440,statnews,0.0,0.0,0,no change
442,Fila33491619,0.0,0.0,0,no change
444,GSridarane,0.0,0.0,0,no change
445,TSGABGEBREMARY7,0.0,0.0,0,no change
446,selam0512,0.0,0.0,0,no change
447,TheStar_news,0.0,0.0,0,no change
450,Jj1SBA2NRr54DYc,0.0,0.0,0,no change
452,ehshshsjsjsjsj3,0.0,0.0,0,no change
453,MELATE69250227,0.0,0.0,0,no change
454,ta_massan,0.0,0.0,0,no change
455,SoVintage,0.0,0.0,0,no change
456,2RhEDXktnydF5VY,0.0,0.0,0,no change
457,Hibiyee,0.0,0.0,0,no change
404,Tigraway14myd,0.0,0.0,0,no change
402,GiduGidu1,0.0,0.0,0,no change
341,djohngo,0.0,0.0,0,no change
354,BDandCo,0.0,0.0,0,no change
368,CharuKasturi,0.0,0.0,0,no change
367,UCLALuskinSW,0.0,0.0,0,no change
363,DrBethanneMoore,0.0,0.0,0,no change
360,tmbrown327,0.0,0.0,0,no change
357,DSW_xyz,0.0,0.0,0,no change
356,kcranews,0.0,0.0,0,no change
352,LiamODellUK,0.0,0.0,0,no change
401,fishkids4tg,0.0,0.0,0,no change
350,breckgirl4ever,0.0,0.0,0,no change
349,MeseleMercy,0.0,0.0,0,no change
347,KidNate,0.0,0.0,0,no change
346,alfarovjuan,0.0,0.0,0,no change
345,DRMJaipur,0.0,0.0,0,no change
344,shctoronto,0.0,0.0,0,no change
371,KylaMJohnson,0.0,0.0,0,no change
372,seanchaibeag,0.0,0.0,0,no change
375,BroadLingerieTO,0.0,0.0,0,no change
376,CLCPublicHealth,0.0,0.0,0,no change
377,CaliforniaDep11,0.0,0.0,0,no change
378,smilingcobra,0.0,0.0,0,no change
380,UWMedicine,0.0,0.0,0,no change
382,Phatebonny,0.0,0.0,0,no change
384,drmbikaner,0.0,0.0,0,no change
386,babajiaum,0.0,0.0,0,no change
387,WoineKidane1,0.0,0.0,0,no change
388,HollyBlomberg,0.0,0.0,0,no change
391,Chris_Mench,0.0,0.0,0,no change
392,Tigray___love,0.0,0.0,0,no change
394,updatecharts,0.0,0.0,0,no change
396,gwalitigirayi19,0.0,0.0,0,no change
397,TsrhaTigray,0.0,0.0,0,no change
211,JulesT737,0.0,0.0,0,no change
206,mikee_grc,0.0,0.0,0,no change
460,SelamYohans14,8.557089664423322e-05,0.00013691666356471297,0,increase
57,SoberSabre,0.0,0.0,0,no change
66,fox5ny,0.0,0.0,0,no change
64,fxBPn7h7Q7DEV04,0.0,0.0,0,no change
62,nmw110,0.0,0.0,0,no change
61,Erok69XX,0.0,0.0,0,no change
60,HenleySecnethia,4.955843434994202e-06,6.646419520358042e-06,0,increase
59,HealthPeopleOrg,0.0,0.0,0,no change
56,MGZ1385,0.0,0.0,0,no change
46,syramadad,0.0,0.0,0,no change
55,AmericanRailgun,0.0,0.0,0,no change
54,FunPasadena,0.0,0.0,0,no change
53,Curmudgeon1836,0.0,0.0,0,no change
51,SwitchboardTa,0.0,0.0,0,no change
50,gogo_science,0.0,0.0,0,no change
49,MontagueTerrie,0.0,0.0,0,no change
67,austin_montoya,0.0,0.0,0,no change
69,HarlemUnited,0.0,0.0,0,no change
71,SophieAndMipha,0.0,0.0,0,no change
72,housingworks,0.0,0.0,0,no change
73,Bogartn4Follows,0.0,0.0,0,no change
74,BigDonTee,0.0,0.0,0,no change
75,RLAS19,0.0,0.0,0,no change
79,uhtred_ragnason,0.0,0.0,0,no change
80,MailOnline,0.0,0.0,0,no change
82,090_0655,0.0,0.0,0,no change
83,lordsarcastico,0.0,0.0,0,no change
84,austinsean9,0.0,0.0,0,no change
85,Desertpuma,0.0,0.0,0,no change
86,jassogne,0.0,0.0,0,no change
87,DiablesBleu,0.0,0.0,0,no change
88,ZeroC000l2,0.0,0.0,0,no change
89,NorthAmericaNN,0.0,0.0,0,no change
48,chibps,0.0,0.0,0,no change
45,Stevens18Clint,0.0,0.0,0,no change
91,Arnidude,0.0,0.0,0,no change
14,chicovidcollab,0.0,0.0,0,no change
21,aetiology,0.0,0.0,0,no change
20,paulineredux8,0.0,0.0,0,no change
19,pvanheus,0.0,0.0,0,no change
18,davidchild,0.0,0.0,0,no change
17,tdubey,0.0,0.0,0,no change
15,outseide,0.0,0.0,0,no change
12,equalhope_il,0.0,0.0,0,no change
44,DMCLibraryBKLYN,0.0,0.0,0,no change
10,TimJoeC,0.0,0.0,0,no change
9,7thgenflgirl,0.0,0.0,0,no change
7,All435Reps,0.0,0.0,0,no change
6,jillmarette99,0.0,0.0,0,no change
5,JasonCianciotto,0.0,0.0,0,no change
2,monitor_PH,0.0,0.0,0,no change
22,Suzecat52,0.0,0.0,0,no change
23,SeditiousMe,0.0,0.0,0,no change
24,PaPeekaboo,0.0,0.0,0,no change
25,bear_risa,0.0,0.0,0,no change
26,MCBazacoPhD,0.0,0.0,0,no change
27,SChenHayes,0.0,0.0,0,no change
28,JonCoogan11,0.0,0.0,0,no change
31,redactedobscure,0.0,0.0,0,no change
32,VA_Pride,0.0,0.0,0,no change
33,PaoloAPalma,0.0,0.0,0,no change
34,alain_berset,0.0,0.0,0,no change
36,economiesuisse,0.0,0.0,0,no change
37,ParlCH,0.0,0.0,0,no change
38,drmom01,0.0,0.0,0,no change
39,Vasil_AV,0.0,0.0,0,no change
40,HealthNYGov,9.911686869988404e-07,1.5864789555116968e-06,0,increase
43,Llama_Strudel,0.0,0.0,0,no change
90,DarkNeo726,0.0,0.0,0,no change
92,JulitaMira1,0.0,0.0,0,no change
205,NiceCupTea,0.0,0.0,0,no change
169,ThePrinceCaim,0.0,0.0,0,no change
179,PS5Notifs,0.0,0.0,0,no change
178,Alpachino_707,0.0,0.0,0,no change
174,DeLanoLinda,0.0,0.0,0,no change
173,UNEP,0.0,0.0,0,no change
172,OzardaSu,0.0,0.0,0,no change
171,EMA_News,0.0,0.0,0,no change
168,GreaterThanAIDS,0.0,0.0,0,no change
157,biorxiv_genomic,0.0,0.0,0,no change
166,HansSars8,0.0,0.0,0,no change
165,IVANAGU90585190,0.0,0.0,0,no change
164,SHEducation,0.0,0.0,0,no change
163,yourshipuk,0.0,0.0,0,no change
161,BigGuy30475616,0.0,0.0,0,no change
160,Skatiq3,0.0,0.0,0,no change
180,mpumelelosaid,0.0,0.0,0,no change
181,uonbi,0.0,0.0,0,no change
182,ECDC_EU,0.0,0.0,0,no change
183,ECDC_Flu,0.0,0.0,0,no change
184,ECDCPHT,0.0,0.0,0,no change
185,rivm,0.0,0.0,0,no change
186,Bakaburg1,0.0,0.0,0,no change
187,DenverSweetBar,0.0,0.0,0,no change
188,isaperena,0.0,0.0,0,no change
189,ICT_magazine,0.0,0.0,0,no change
191,Lee98604032,0.0,0.0,0,no change
193,Karensense,0.0,0.0,0,no change
196,zhang_yueting,0.0,0.0,0,no change
197,voqkqky1bfvS2Lt,0.0,0.0,0,no change
199,LibrarianCrissy,0.0,0.0,0,no change
200,gareththomas17,0.0,0.0,0,no change
202,BFMTV,0.0,0.0,0,no change
158,biorxivpreprint,0.0,0.0,0,no change
153,YuvaKupwara,0.0,0.0,0,no change
93,ncbreakingnew,0.0,0.0,0,no change
108,tuohey_alice,0.0,0.0,0,no change
119,EarlyReport,0.0,0.0,0,no change
114,votejgr,0.0,0.0,0,no change
113,DiChristine,0.0,0.0,0,no change
112,DziadoszS,0.0,0.0,0,no change
111,GlennHowatt,0.0,0.0,0,no change
110,thebrianbrant,0.0,0.0,0,no change
107,brachoditrevi,0.0,0.0,0,no change
150,RobertoCroci6,0.0,0.0,0,no change
103,NEQueensNY,0.0,0.0,0,no change
102,RhodeIslandEMA,0.0,0.0,0,no change
101,jakeshortj,0.0,0.0,0,no change
99,SuttonCouncil,0.0,0.0,0,no change
98,GayMenforHealth,0.0,0.0,0,no change
95,Hear24B,0.0,0.0,0,no change
123,avery16fan,0.0,0.0,0,no change
127,NBCNews,0.0,0.0,0,no change
130,HLGatell,0.0,0.0,0,no change
131,JerichoXV,0.0,0.0,0,no change
132,drcole12,0.0,0.0,0,no change
133,MCDPTexas,0.0,0.0,0,no change
134,bekah_soul,0.0,0.0,0,no change
135,kylietcheung,0.0,0.0,0,no change
136,DeeshaPhilyaw,0.0,0.0,0,no change
138,kamalfizazi,0.0,0.0,0,no change
139,Foxgloveallian1,0.0,0.0,0,no change
141,cathymarinara,0.0,0.0,0,no change
143,TomSmit18350119,0.0,0.0,0,no change
144,CDPHE,0.0,0.0,0,no change
145,MegWingerter,0.0,0.0,0,no change
147,Rosenthal5280,0.0,0.0,0,no change
148,NatureMicrobiol,0.0,0.0,0,no change
458,gual_resla,0.0,0.0,0,no change
461,0kRKJlputJU59WV,0.00017841036365979127,0.0002709798166373337,0,increase
859,bolotitan,0.0,0.0,0,no change
732,MarysDenver,0.0,0.0,0,no change
741,BobbyStJames1,0.0,0.0,0,no change
739,Patrici84887372,0.0,0.0,0,no change
738,OrvilleLloyd,0.0,0.0,0,no change
736,NYCTSubway,0.0,0.0,0,no change
735,GovKathyHochul,0.0,0.0,0,no change
733,LovelydayTech,0.0,0.0,0,no change
729,NotGr8flJstDead,0.0,0.0,0,no change
716,Jonas_Merkur,0.0,0.0,0,no change
728,danedneymd,0.0,0.0,0,no change
727,Carole72145,0.0,0.0,0,no change
726,yorkshiremesmac,0.0,0.0,0,no change
723,hephaistos_ai,0.0,0.0,0,no change
722,6NewsAU,0.0,0.0,0,no change
720,Voice4Victoria,0.0,0.0,0,no change
742,jaimetreviz0,0.0,0.0,0,no change
743,PrimAYanna,0.0,0.0,0,no change
745,PlusIncUSA,0.0,0.0,0,no change
747,JohnLaprise,0.0,0.0,0,no change
748,DashaunWesley,0.0,0.0,0,no change
749,AndyLaBarre,0.0,0.0,0,no change
751,StephenMolldrem,0.0,0.0,0,no change
752,DrRobErnst,0.0,0.0,0,no change
753,Mr_Farwell,0.0,0.0,0,no change
754,TC_Witzel,0.0,0.0,0,no change
755,incognegra_,0.0,0.0,0,no change
756,dr_dvonp,0.0,0.0,0,no change
757,robbynk,0.0,0.0,0,no change
758,m7m5ea,0.0,0.0,0,no change
759,TweetsdiTeo,0.0,0.0,0,no change
760,joeorephoto,0.0,0.0,0,no change
761,EarthsideManuf1,0.0,0.0,0,no change
718,Folkhalsomynd,0.0,0.0,0,no change
714,locala,0.0,0.0,0,no change
765,WADeptHealth,0.0,0.0,0,no change
675,PLOSPathogens,0.0,0.0,0,no change
683,ElleboodeB,0.0,0.0,0,no change
682,persistingvirus,0.0,0.0,0,no change
680,ch_libourne,0.0,0.0,0,no change
679,miaamormottley,0.0,0.0,0,no change
677,JohnyEZakhour,0.0,0.0,0,no change
676,FatimaAllaw6,0.0,0.0,0,no change
673,JamaicaGleaner,0.0,0.0,0,no change
713,chatriyanesh12,0.0,0.0,0,no change
671,Kibutsuji1000,0.0,0.0,0,no change
670,Eduardo61645564,0.0,0.0,0,no change
669,LiberalQuebec,0.0,0.0,0,no change
668,JamesDe49037256,0.0,0.0,0,no change
667,SenateurMoise,0.0,0.0,0,no change
666,jeanjeanbuteau,0.0,0.0,0,no change
686,Stanleylucas01,0.0,0.0,0,no change
687,LGTBQ,0.0,0.0,0,no change
689,MGEN79,0.0,0.0,0,no change
690,AndersonPeal,0.0,0.0,0,no change
692,Lastronaute4,0.0,0.0,0,no change
693,appsandentrees,0.0,0.0,0,no change
695,PetevHristi,0.0,0.0,0,no change
696,emergencysewa,0.0,0.0,0,no change
697,fountain_agency,0.0,0.0,0,no change
699,ABC,0.0,0.0,0,no change
700,INTERPOL_Cyber,0.0,0.0,0,no change
702,DrJeffReynoso,0.0,0.0,0,no change
704,JOSHUAROSE96,0.0,0.0,0,no change
706,MikelleStreet,0.0,0.0,0,no change
707,OklahomaCovid,0.0,0.0,0,no change
709,Cb1Queens,0.0,0.0,0,no change
712,midean95,0.0,0.0,0,no change
762,CallitChange,0.0,0.0,0,no change
766,MamaPraying,0.0,0.0,0,no change
664,CaroleDelga,0.0,0.0,0,no change
823,BostonReview,0.0,0.0,0,no change
829,faureolivier,0.0,0.0,0,no change
828,Tepeyac_Health,0.0,0.0,0,no change
827,DaddyBlackDadd1,0.0,0.0,0,no change
826,Horseona,0.0,0.0,0,no change
825,MJHS01,0.0,0.0,0,no change
824,uicpublichealth,0.0,0.0,0,no change
822,InstAdvancedMed,0.0,0.0,0,no change
811,SSaludCdMx,0.0,0.0,0,no change
821,ixam85,0.0,0.0,0,no change
820,LoganAHeiman,0.0,0.0,0,no change
819,ColomricanP,0.0,0.0,0,no change
818,louweaver,0.0,0.0,0,no change
816,WaltzingMtilda,0.0,0.0,0,no change
815,KristeKline,0.0,0.0,0,no change
831,Vincent_kipk,0.0,0.0,0,no change
833,TWvng36,0.0,0.0,0,no change
835,DanielG23269625,0.0,0.0,0,no change
838,abomangoli,0.0,0.0,0,no change
840,Incrementallog1,0.0,0.0,0,no change
841,sakerrie,0.0,0.0,0,no change
842,Ensemble_UE,0.0,0.0,0,no change
844,PHIDenverHealth,0.0,0.0,0,no change
845,DoNotGiveUpHope,0.0,0.0,0,no change
847,CoatesGlynn,0.0,0.0,0,no change
848,777Antoine777,0.0,0.0,0,no change
849,bushwoman11,0.0,0.0,0,no change
850,WillHawkesHQ,0.0,0.0,0,no change
853,reverendentity,0.0,0.0,0,no change
855,bleezeofaroma,0.0,0.0,0,no change
856,pr_gignon,0.0,0.0,0,no change
858,LordScavamungus,0.0,0.0,0,no change
814,hitukishinji,0.0,0.0,0,no change
810,SSalud_mx,0.0,0.0,0,no change
767,MCLeonard01,0.0,0.0,0,no change
778,mynameisjro,0.0,0.0,0,no change
787,Gusty2324,0.0,0.0,0,no change
786,gsm2020gsm,0.0,0.0,0,no change
785,mary4jr88,0.0,0.0,0,no change
783,ChristinaDub79,0.0,0.0,0,no change
782,nolaboy96,0.0,0.0,0,no change
781,LostJohnny,0.0,0.0,0,no change
777,amockingbird,0.0,0.0,0,no change
809,cenaprece,0.0,0.0,0,no change
776,AlexaDPerron,0.0,0.0,0,no change
774,RodenBjornen,0.0,0.0,0,no change
771,SafetyFirst____,0.0,0.0,0,no change
770,nycgov,0.0,0.0,0,no change
769,KarlErbach,0.0,0.0,0,no change
768,therealdjsub,0.0,0.0,0,no change
788,D_Glovernator,0.0,0.0,0,no change
789,Null_Nameless,0.0,0.0,0,no change
790,MikeBarzacchini,0.0,0.0,0,no change
791,AIDSCAREOS,0.0,0.0,0,no change
793,APPLIOrg,0.0,0.0,0,no change
794,SuttonLibraries,0.0,0.0,0,no change
795,ebscbwi,0.0,0.0,0,no change
796,mrQuestionLinks,0.0,0.0,0,no change
798,kyle_iridian,0.00025373918387170313,0.0003613838607940743,0,increase
799,SheriD17536431,0.0,0.0,0,no change
800,jvarney64,0.0,0.0,0,no change
801,Art_LiveOn,0.0,0.0,0,no change
802,RepMaura,0.0,0.0,0,no change
803,Infection,0.0,0.0,0,no change
804,Jerempourtous,0.0,0.0,0,no change
806,SoyGerardCortez,0.0,0.0,0,no change
807,peter03102,0.0,0.0,0,no change
665,mvankerkhove,0.0,0.0,0,no change
663,Jeandamerique,0.0,0.0,0,no change
462,Dawnloveslife1,0.0,0.0,0,no change
526,5hiwi12,0.0,0.0,0,no change
532,TigrayUpdate,0.0,0.0,0,no change
531,Romhai_H,8.557089664423322e-05,0.00013691666356471297,0,increase
530,Gagofthefag,0.0,0.0,0,no change
529,McKenzieBBeard,0.0,0.0,0,no change
528,LidstonePeter,0.0,0.0,0,no change
527,Galafterari,0.0,0.0,0,no change
523,FlsaToday,0.0,0.0,0,no change
511,AmlakBarkeley,1.0159479041738112e-05,1.629189123026453e-05,0,increase
522,CoolBalla15,0.0,0.0,0,no change
520,YadeilT,0.0,0.0,0,no change
519,Halefomberhe_1,0.0,0.0,0,no change
518,ellengilmer,0.0,0.0,0,no change
517,Nolawitweini,0.0,0.0,0,no change
513,freakymflee2,0.0,0.0,0,no change
534,Lemlem87200788,0.0,0.0,0,no change
535,KarlLasis,0.0,0.0,0,no change
537,pinaymilffff,0.0,0.0,0,no change
538,cure51869131121,0.0,0.0,0,no change
539,ChanSukLeng1,0.0,0.0,0,no change
542,BerheTsehai,0.0,0.0,0,no change
546,MeazaTigray2022,0.0,0.0,0,no change
548,HCResearcher,0.0,0.0,0,no change
549,SecurityHIT,0.0,0.0,0,no change
551,Lorriorsan18,0.0,0.0,0,no change
553,Ngsti24,0.0,0.0,0,no change
555,pbperito,0.0,0.0,0,no change
556,LizSzabo,0.0,0.0,0,no change
558,kidus25032397,0.0,0.0,0,no change
560,MichiganHHS,0.0,0.0,0,no change
562,precisionmedbot,1.9823373739976807e-06,2.689594843452729e-06,0,increase
564,AllianceFPH,0.0,0.0,0,no change
512,lorac328,0.0,0.0,0,no change
510,iasociety,0.0,0.0,0,no change
566,night_patty,0.0,0.0,0,no change
471,john_berhe,0.0,0.0,0,no change
481,Liberty2Bfree,0.0,0.0,0,no change
480,Eza_Meret,0.0,0.0,0,no change
479,genet09956364,0.0,0.0,0,no change
477,NatsnetTigrey,0.0,0.0,0,no change
476,MFdarkroast,0.0,0.0,0,no change
474,joanbushur,0.0,0.0,0,no change
469,WelduYtbarek,0.0,0.0,0,no change
509,mtslaltesfa12,0.0,0.0,0,no change
468,BerlandGroup,0.0,0.0,0,no change
467,PromesseCKaniki,0.0,0.0,0,no change
466,AgulaKuzi,0.0,0.0,0,no change
465,SenatorLeahy,0.0,0.0,0,no change
464,SenateApprops,0.0,0.0,0,no change
463,Hadas598662671,0.00011918803461161045,0.0001729371204206227,0,increase
483,tunzle,0.0,0.0,0,no change
484,indisbelief2020,0.0,0.0,0,no change
485,gypsytoo2,0.0,0.0,0,no change
486,mchovden1785,0.0,0.0,0,no change
488,SiyeHailu,0.0,0.0,0,no change
489,Simret2022,0.0,0.0,0,no change
490,Zafu56751871,0.0,0.0,0,no change
491,gebre_krstos,0.00012587842324885277,0.00019319581709064225,0,increase
492,Tigray_Adey1,0.0,0.0,0,no change
494,Racheismi,0.0,0.0,0,no change
496,temie123,0.0,0.0,0,no change
497,Haye_21,0.0,0.0,0,no change
498,SncShelia,0.0,0.0,0,no change
499,QualityInsights,0.0,0.0,0,no change
502,tigrawayeye,0.0,0.0,0,no change
503,aman_tigray,1.8832205052977966e-05,3.106827177414954e-05,0,increase
506,brixwe,0.0,0.0,0,no change
565,LegacyTigray,0.0,0.0,0,no change
567,BGOV,0.0,0.0,0,no change
662,passivodaBA,0.0,0.0,0,no change
629,CTDPH,0.0,0.0,0,no change
637,MusicaGlobalNet,0.0,0.0,0,no change
636,ConnConnection,0.0,0.0,0,no change
635,hccath,0.0,0.0,0,no change
634,wnpr,0.0,0.0,0,no change
631,sbonaccini,0.0,0.0,0,no change
630,DrJuthani,0.0,0.0,0,no change
627,LucyVN,0.0,0.0,0,no change
618,SchlimmeDinge,0.0,0.0,0,no change
626,ACORDEBARD,0.0,0.0,0,no change
625,COVID19,0.0,0.0,0,no change
623,wineediar_,0.0,0.0,0,no change
622,websun23,0.0,0.0,0,no change
621,newscomauHQ,0.0,0.0,0,no change
620,EmmettPatterson,0.0,0.0,0,no change
638,16thStMALL,0.0,0.0,0,no change
640,natirenda,0.0,0.0,0,no change
642,CindyCinnis,0.0,0.0,0,no change
644,LeiroViviana,0.0,0.0,0,no change
645,G_J_Sepulveda,0.0,0.0,0,no change
646,Mapangala6,0.0,0.0,0,no change
650,SFMicrobiologie,0.0,0.0,0,no change
651,DomAnglade,0.0,0.0,0,no change
652,lalime_thomas,0.0,0.0,0,no change
653,MCultureHT,0.0,0.0,0,no change
654,SexyRiton,0.0,0.0,0,no change
656,epi_twit,0.0,0.0,0,no change
657,VijayNa29484351,0.0,0.0,0,no change
658,ferra458ri,0.0,0.0,0,no change
659,TyneHall,0.0,0.0,0,no change
660,doritmi,0.0,0.0,0,no change
661,RomersonVasque2,0.0,0.0,0,no change
619,CristinaCBaciu,0.0,0.0,0,no change
616,JF_Brinkworth,0.0,0.0,0,no change
568,MebrahtuAtaklti,0.0,0.0,0,no change
580,DrMerminCDC,0.0,0.0,0,no change
589,fkr_ge,0.0,0.0,0,no change
587,MSNBC,0.0,0.0,0,no change
585,saba_gesesse22,0.0,0.0,0,no change
584,MargMar80017297,0.00012092257981385852,0.00017777967241729514,0,increase
582,WeyniMengstu2,0.0,0.0,0,no change
581,TesfayeYhd,0.0,0.0,0,no change
578,WTAE,0.0,0.0,0,no change
615,AswinC_MD,0.0,0.0,0,no change
577,Tsiyon_hermon,7.598959933657775e-06,1.2809684497952084e-05,0,increase
575,habiba11g,0.0,0.0,0,no change
574,hdush_meri,0.0,0.0,0,no change
573,Abrha1227,0.0,0.0,0,no change
570,laladesta3,0.0,0.0,0,no change
569,Danibren12,0.0,0.0,0,no change
590,HoustonBurnsid1,0.0,0.0,0,no change
592,Martawit8,0.0,0.0,0,no change
593,TDf_forlife,0.0,0.0,0,no change
594,SeeHateGoAway,0.0,0.0,0,no change
595,mahi_enderta,0.0,0.0,0,no change
596,VOT_NEW,0.0,0.0,0,no change
597,JasonAbramski3,0.0,0.0,0,no change
598,drshantadutta,0.0,0.0,0,no change
601,denverparksrec,0.0,0.0,0,no change
602,MileHighGayGuy,0.0,0.0,0,no change
603,derspiegel,0.0,0.0,0,no change
607,Guttto,0.0,0.0,0,no change
609,VP44,0.0,0.0,0,no change
610,JoeBiden,0.0,0.0,0,no change
611,PressSec,0.0,0.0,0,no change
612,WhiteHouse,0.0,0.0,0,no change
613,ArifNathooMD,0.0,0.0,0,no change
1421,DrSeciahAquino,0.0,0.0,0,no change
